Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
R5204	sawi1256	Is the term for mother's brother the same as the term for father's brother (i.e. MB = FB)?	1	y	probably	F. Kratochvíl p.c. 2016	3:no data;2:?;1:y;0:n	
R5205	sawi1256	Are there self-converse grandparent terms?	2	?		nan	1:no data;2:?;0:n	
R5206	sawi1256	Is there a terminological distinction between cross- and parallel-cousins?	2	?	I only have the term na-mok 'cousin'. Not sure whether it applies to both	F. Kratochvíl p.c. 2016	3:no data;2:?;1:y;0:n	
R5207	sawi1256	Is there a terminological distinction between first and second cousins (for at least some types of cousin)?	2	?		nan	3:no data;2:?;1:y;0:n	
R5208	sawi1256	Is there a terminological distinction between patrilateral and matrilateral cousins (for at least some types of cousin)?	1	y	for paternal lineage, the word liwe 'father's house' is added  	F. Kratochvíl p.c. 2016	3:no data;2:?;1:y;0:n	
R5209	sawi1256	Is the term for a man's child distinct from the term for a woman's child?	0	n		nan	2:no data;1:?;0:n	
R5210	sawi1256	Is the term for a man's child the same as the term for a woman's brother's child?	2	?	not sure	F. Kratochvíl p.c. 2016	3:no data;2:?;0:y;1:n	
R5211	sawi1256	Is relative age a factor in differentiating at least one sibling term?	0	y	the terms are ikisila (junior) and madumma (senior)	F. Kratochvíl p.c. 2016	1:no data;2:?;0:y	
R5212	sawi1256	Is sex of referent a factor in differentiating at least one sibling term?	0	n		nan	3:no data;2:?;1:y;0:n	
SD224	sawi1256	What is the relative position of possessor noun and possessed in the attributive possessive construction?	0	1	Possessor possessed (John ga-house)	F. Kratochvíl p.c. 2016	0:1;2:3;1:posn n	
SD295	sawi1256	Do demonstratives encode direction (based on a coordinate system)?	1	n		nan	2:?;0:y;1:n	
SD319	sawi1256	Are S and A marked by the same prefix/proclitic?	?	Not known		nan	1:y;0:n	
SD320	sawi1256	Are S and A marked by the same suffix/enclitic?	?	Not known		nan	1:?;0:n	
SD321	sawi1256	Are S and O marked by the same affix/clitic?	0	y		nan	2:n/a;0:y;1:n	
SD341	sawi1256	Can negation be marked postverbally?	0	y		nan	0:y;1:n	
SD342	sawi1256	Can negation be marked preverbally?	0	n		nan	1:y;0:n	
SD343	sawi1256	Are there negative verbs?	0	y		nan	2:?;0:y;1:n	
SD344	sawi1256	Are there adjectives (elements denoting property concepts) that act like nouns?	0	n	Adjectival roots can take on possessive prefixes to become nominal, e.g. lamu 'long' > gi-lamu 'length'. 	F. Kratochvíl p.c. 2016	1:y;0:n	
SD369	sawi1256	Can ideophones act like their own morphosyntactic class?	2	?		nan	1:no data;2:?;0:n	
SD381	sawi1256	Is sex of speaker a factor in differentiating at least one sibling term?	1	n		nan	3:no data;2:?;0:y;1:n	
SD388	sawi1256	Are there allophonic phonation types for vowels?	?	Not known		nan	0:y;1:n	
SD389	sawi1256	Is there nominalizing morphology?	?	Not known		nan	0:y	
SD390	sawi1256	Can horizontal direction be marked in demonstratives?	?	Not known		nan	1:y;0:n	
SD391	sawi1256	Is there a predicative possessive construction?	?	Not known		nan	0:y	
SD392	sawi1256	Are S and O marked by the same prefix/proclitic?	?	Not known		nan	0:n	
SD393	sawi1256	Are S and O marked by the same suffix/enclitic?	?	Not known		nan	0:n	
SD394	sawi1256	Are there suppletive forms for negated verbs?	?	Not known		nan	0:y	
SD395	sawi1256	Is topological information expressed by adpositions?	?	Not known		nan	0:n	
SD396	sawi1256	Is topological information expressed by nouns?	?	Not known		nan	0:y	
SD397	sawi1256	Are there native terms expressing directions in space on a geocentric coordinate system (geocentric terms)?	?	Not known		nan	0:y	
SD398	sawi1256	Do geocentric terms have deictic use?	?	Not known		nan	0:y	
SD399	sawi1256	Can geocentric terms function as adverbs?	?	Not known		nan	0:y	
SD400	sawi1256	Can geocentric terms function as adpositions?	?	Not known		nan	0:y	
SD401	sawi1256	Can demonstratives function as adverbs (without changing its form)?	?	Not known		nan	0:y;1:n	
SD402	sawi1256	Can demonstratives function as prepositions (without changing its form)?	?	Not known		nan	0:y;1:n	
SD403	sawi1256	Is it possible to employ an absolute frame of reference when expressing projective spatial relations?	?	Not known		nan	0:y	
SD404	sawi1256	Is it possible to employ an intrinsic frame of reference when expressing projective spatial relations?	?	Not known		nan	0:y	
SD405	sawi1256	Is it possible to employ a relative frame of reference when expressing projective spatial relations?	?	Not known		nan	1:?;0:n	
SD406	sawi1256	Is it possible to use another frame of reference?	?	Not known		nan	1:?;0:y	
SD407	sawi1256	Which frame of reference is preferred in the expression of projective spatial relations?	?	Not known		nan	1:?;0:a	
